sim_num	stat	value
48	mean_gen	0
48	var_gen	0.0108755
48	ratio	0.338592
48	geom_fitness	0.400395
49	mean_gen	0
49	var_gen	0.0105954
49	ratio	0.285949
49	geom_fitness	0.401592
50	mean_gen	0
50	var_gen	0.0111723
50	ratio	0.335733
50	geom_fitness	0.399865
51	mean_gen	0
51	var_gen	0.0103316
51	ratio	0.259915
51	geom_fitness	0.401599
52	mean_gen	0
52	var_gen	0.0107895
52	ratio	0.336616
52	geom_fitness	0.401016
53	mean_gen	0
53	var_gen	0.00993683
53	ratio	0.306801
53	geom_fitness	0.402478
54	mean_gen	0
54	var_gen	0.0100952
54	ratio	0.214582
54	geom_fitness	0.40218
55	mean_gen	0
55	var_gen	0.0108502
55	ratio	0.264084
55	geom_fitness	0.400787
56	mean_gen	0
56	var_gen	0.0106787
56	ratio	0.189116
56	geom_fitness	0.401328
57	mean_gen	0
57	var_gen	0.0102898
57	ratio	0.307723
57	geom_fitness	0.401566
58	mean_gen	0
58	var_gen	0.0102364
58	ratio	0.236082
58	geom_fitness	0.401861
59	mean_gen	0
59	var_gen	0.00993382
59	ratio	0.22917
59	geom_fitness	0.402519
60	mean_gen	0
60	var_gen	0.0104005
60	ratio	0.330134
60	geom_fitness	0.401469
61	mean_gen	0
61	var_gen	0.0106373
61	ratio	0.313894
61	geom_fitness	0.401291
62	mean_gen	0
62	var_gen	0.0106195
62	ratio	0.228071
62	geom_fitness	0.401649
63	mean_gen	0
63	var_gen	0.0100195
63	ratio	0.296579
63	geom_fitness	0.402314
64	mean_gen	0
64	var_gen	0.0103166
64	ratio	0.232451
64	geom_fitness	0.402044
65	mean_gen	0
65	var_gen	0.0101025
65	ratio	0.176138
65	geom_fitness	0.402165
66	mean_gen	0
66	var_gen	0.0104976
66	ratio	0.203991
66	geom_fitness	0.401501
67	mean_gen	0
67	var_gen	0.0109429
67	ratio	0.253611
67	geom_fitness	0.400916
68	mean_gen	0
68	var_gen	0.0107934
68	ratio	0.281284
68	geom_fitness	0.401737
69	mean_gen	0
69	var_gen	0.010748
69	ratio	0.22922
69	geom_fitness	0.400894
70	mean_gen	0
70	var_gen	0.0109854
70	ratio	0.28798
70	geom_fitness	0.400119
71	mean_gen	0
71	var_gen	0.0110541
71	ratio	0.258782
71	geom_fitness	0.400074
72	mean_gen	0
72	var_gen	0.0110129
72	ratio	0.302235
72	geom_fitness	0.400174
73	mean_gen	0
73	var_gen	0.0106727
73	ratio	0.230744
73	geom_fitness	0.401445
74	mean_gen	0
74	var_gen	0.0109568
74	ratio	0.265985
74	geom_fitness	0.400822
75	mean_gen	0
75	var_gen	0.0103103
75	ratio	0.312676
75	geom_fitness	0.401841
76	mean_gen	0
76	var_gen	0.0107254
76	ratio	0.312983
76	geom_fitness	0.401334
77	mean_gen	0
77	var_gen	0.0108697
77	ratio	0.261462
77	geom_fitness	0.400411
78	mean_gen	0
78	var_gen	0.0107582
78	ratio	0.304599
78	geom_fitness	0.401099
79	mean_gen	0
79	var_gen	0.0106585
79	ratio	0.288515
79	geom_fitness	0.400886
80	mean_gen	0
80	var_gen	0.0107487
80	ratio	0.314728
80	geom_fitness	0.400464
81	mean_gen	0
81	var_gen	0.0108488
81	ratio	0.292608
81	geom_fitness	0.400818
82	mean_gen	0
82	var_gen	0.0105133
82	ratio	0.211337
82	geom_fitness	0.401997
83	mean_gen	0
83	var_gen	0.0108165
83	ratio	0.333587
83	geom_fitness	0.401077
84	mean_gen	0
84	var_gen	0.0109393
84	ratio	0.26009
84	geom_fitness	0.400232
85	mean_gen	0
85	var_gen	0.0102972
85	ratio	0.2604
85	geom_fitness	0.402055
86	mean_gen	0
86	var_gen	0.0108477
86	ratio	0.252954
86	geom_fitness	0.400546
87	mean_gen	0
87	var_gen	0.0103608
87	ratio	0.305007
87	geom_fitness	0.401517
88	mean_gen	0
88	var_gen	0.0110139
88	ratio	0.268577
88	geom_fitness	0.400027
89	mean_gen	0
89	var_gen	0.0102312
89	ratio	0.250875
89	geom_fitness	0.401919
90	mean_gen	0
90	var_gen	0.0104808
90	ratio	0.180292
90	geom_fitness	0.401684
91	mean_gen	0
91	var_gen	0.0103547
91	ratio	0.215782
91	geom_fitness	0.401485
92	mean_gen	0
92	var_gen	0.0105568
92	ratio	0.231701
92	geom_fitness	0.401212
93	mean_gen	0
93	var_gen	0.0103968
93	ratio	0.152784
93	geom_fitness	0.401855
94	mean_gen	0
94	var_gen	0.0106916
94	ratio	0.209603
94	geom_fitness	0.400655
95	mean_gen	0
95	var_gen	0.0104084
95	ratio	0.236967
95	geom_fitness	0.401706
96	mean_gen	0
96	var_gen	0.0108268
96	ratio	0.324475
96	geom_fitness	0.400562
97	mean_gen	0
97	var_gen	0.00998005
97	ratio	0.252167
97	geom_fitness	0.402436
98	mean_gen	0
98	var_gen	0.0104484
98	ratio	0.259809
98	geom_fitness	0.40146
99	mean_gen	0
99	var_gen	0.0102855
99	ratio	0.2776
99	geom_fitness	0.40196
