312,0.37059
313,0.5
314,0.62941
315,0.75
316,0.853553
317,0.933013
318,0.982963
319,1
320,0.982963
321,0.933013
322,0.853553
323,0.75
324,0.62941
325,0.5
326,0.37059
327,0.25
328,0.146447
329,0.0669873
330,0.0170371
331,0
332,0.0170371
333,0.0669873
334,0.146447
335,0.25
336,0.37059
337,0.5
338,0.62941
339,0.75
340,0.853553
341,0.933013
342,0.982963
343,1
344,0.982963
345,0.933013
346,0.853553
347,0.75
348,0.62941
349,0.5
350,0.37059
351,0.25
352,0.146447
353,0.0669873
354,0.0170371
355,0
356,0.0170371
357,0.0669873
358,0.146447
359,0.25
360,0.37059
361,0.5
362,0.62941
363,0.75
364,0.853553
365,0.933013
366,0.982963
367,1
368,0.982963
369,0.933013
370,0.853553
371,0.75
372,0.62941
373,0.5
374,0.37059
375,0.25
376,0.146447
377,0.0669873
378,0.0170371
379,0
380,0.0170371
381,0.0669873
382,0.146447
383,0.25
384,0.37059
385,0.5
386,0.62941
387,0.75
388,0.853553
389,0.933013
390,0.982963
391,1
392,0.982963
393,0.933013
394,0.853553
395,0.75
396,0.62941
397,0.5
398,0.37059
399,0.25
400,0.146447
401,0.0669873
402,0.0170371
403,0
404,0.0170371
405,0.0669873
406,0.146447
407,0.25
408,0.37059
409,0.5
410,0.62941
411,0.75
412,0.853553
413,0.933013
414,0.982963
415,1
416,0.982963
417,0.933013
418,0.853553
419,0.75
420,0.62941
421,0.5
422,0.37059
423,0.25
424,0.146447
425,0.0669873
426,0.0170371
427,0
428,0.0170371
429,0.0669873
430,0.146447
431,0.25
432,0.37059
433,0.5
434,0.62941
435,0.75
436,0.853553
437,0.933013
438,0.982963
439,1
440,0.982963
441,0.933013
442,0.853553
443,0.75
444,0.62941
445,0.5
446,0.37059
447,0.25
448,0.146447
449,0.0669873
450,0.0170371
451,0
452,0.0170371
453,0.0669873
454,0.146447
455,0.25
456,0.37059
457,0.5
458,0.62941
459,0.75
460,0.853553
461,0.933013
462,0.982963
463,1
464,0.982963
465,0.933013
466,0.853553
467,0.75
468,0.62941
469,0.5
470,0.37059
471,0.25
472,0.146447
473,0.0669873
474,0.0170371
475,0
476,0.0170371
477,0.0669873
478,0.146447
479,0.25
480,0.37059
481,0.5
482,0.62941
483,0.75
484,0.853553
485,0.933013
486,0.982963
487,1
488,0.982963
489,0.933013
490,0.853553
491,0.75
492,0.62941
493,0.5
494,0.37059
495,0.25
496,0.146447
497,0.0669873
498,0.0170371
499,0
500,0.0170371
501,0.0669873
502,0.146447
503,0.25
504,0.37059
505,0.5
506,0.62941
507,0.75
508,0.853553
509,0.933013
510,0.982963
511,1
512,0.982963
513,0.933013
514,0.853553
515,0.75
516,0.62941
517,0.5
518,0.37059
519,0.25
520,0.146447
521,0.0669873
522,0.0170371
523,0
524,0.0170371
525,0.0669873
526,0.146447
527,0.25
528,0.37059
529,0.5
530,0.62941
531,0.75
532,0.853553
533,0.933013
534,0.982963
535,1
536,0.982963
537,0.933013
538,0.853553
539,0.75
540,0.62941
541,0.5
542,0.37059
543,0.25
544,0.146447
545,0.0669873
546,0.0170371
547,0
548,0.0170371
549,0.0669873
550,0.146447
551,0.25
552,0.37059
553,0.5
554,0.62941
555,0.75
556,0.853553
557,0.933013
558,0.982963
559,1
560,0.982963
561,0.933013
562,0.853553
563,0.75
564,0.62941
565,0.5
566,0.37059
567,0.25
568,0.146447
569,0.0669873
570,0.0170371
571,0
572,0.0170371
573,0.0669873
574,0.146447
575,0.25
576,0.37059
577,0.5
578,0.62941
579,0.75
580,0.853553
581,0.933013
582,0.982963
583,1
584,0.982963
585,0.933013
586,0.853553
587,0.75
588,0.62941
589,0.5
590,0.37059
591,0.25
592,0.146447
593,0.0669873
594,0.0170371
595,0
596,0.0170371
597,0.0669873
598,0.146447
599,0.25
600,0.37059
601,0.5
602,0.62941
603,0.75
604,0.853553
605,0.933013
606,0.982963
607,1
608,0.982963
609,0.933013
610,0.853553
611,0.75
612,0.62941
613,0.5
614,0.37059
615,0.25
616,0.146447
617,0.0669873
618,0.0170371
619,0
620,0.0170371
621,0.0669873
622,0.146447
623,0.25
624,0.37059
625,0.5
626,0.62941
627,0.75
628,0.853553
629,0.933013
630,0.982963
631,1
632,0.982963
633,0.933013
634,0.853553
635,0.75
636,0.62941
637,0.5
638,0.37059
639,0.25
640,0.146447
641,0.0669873
642,0.0170371
643,0
644,0.0170371
645,0.0669873
646,0.146447
647,0.25
648,0.37059
649,0.5
650,0.62941
651,0.75
652,0.853553
653,0.933013
654,0.982963
655,1
656,0.982963
657,0.933013
658,0.853553
659,0.75
660,0.62941
661,0.5
662,0.37059
663,0.25
664,0.146447
665,0.0669873
666,0.0170371
667,0
668,0.0170371
669,0.0669873
670,0.146447
671,0.25
672,0.37059
673,0.5
674,0.62941
675,0.75
676,0.853553
677,0.933013
678,0.982963
679,1
680,0.982963
681,0.933013
682,0.853553
683,0.75
684,0.62941
685,0.5
686,0.37059
687,0.25
688,0.146447
689,0.0669873
690,0.0170371
691,0
692,0.0170371
693,0.0669873
694,0.146447
695,0.25
696,0.37059
697,0.5
698,0.62941
699,0.75
700,0.853553
701,0.933013
702,0.982963
703,1
704,0.982963
705,0.933013
706,0.853553
707,0.75
708,0.62941
709,0.5
710,0.37059
711,0.25
712,0.146447
713,0.0669873
714,0.0170371
715,0
716,0.0170371
717,0.0669873
718,0.146447
719,0.25
720,0.37059
721,0.5
722,0.62941
723,0.75
724,0.853553
725,0.933013
726,0.982963
727,1
728,0.982963
729,0.933013
730,0.853553
731,0.75
732,0.62941
733,0.5
734,0.37059
735,0.25
736,0.146447
737,0.0669873
738,0.0170371
739,0
740,0.0170371
741,0.0669873
742,0.146447
743,0.25
744,0.37059
745,0.5
746,0.62941
747,0.75
748,0.853553
749,0.933013
750,0.982963
751,1
752,0.982963
753,0.933013
754,0.853553
755,0.75
756,0.62941
757,0.5
758,0.37059
759,0.25
760,0.146447
761,0.0669873
762,0.0170371
763,0
764,0.0170371
765,0.0669873
766,0.146447
767,0.25
768,0.37059
769,0.5
770,0.62941
771,0.75
772,0.853553
773,0.933013
774,0.982963
775,1
776,0.982963
777,0.933013
778,0.853553
779,0.75
780,0.62941
781,0.5
782,0.37059
783,0.25
784,0.146447
785,0.0669873
786,0.0170371
787,0
788,0.0170371
789,0.0669873
790,0.146447
791,0.25
792,0.37059
793,0.5
794,0.62941
795,0.75
796,0.853553
797,0.933013
798,0.982963
799,1
800,0.982963
801,0.933013
802,0.853553
803,0.75
804,0.62941
805,0.5
806,0.37059
807,0.25
808,0.146447
809,0.0669873
810,0.0170371
811,0
812,0.0170371
813,0.0669873
814,0.146447
815,0.25
816,0.37059
817,0.5
818,0.62941
819,0.75
820,0.853553
821,0.933013
822,0.982963
823,1
824,0.982963
825,0.933013
826,0.853553
827,0.75
828,0.62941
829,0.5
830,0.37059
831,0.25
832,0.146447
833,0.0669873
834,0.0170371
835,0
836,0.0170371
837,0.0669873
838,0.146447
839,0.25
840,0.37059
841,0.5
842,0.62941
843,0.75
844,0.853553
845,0.933013
846,0.982963
847,1
848,0.982963
849,0.933013
850,0.853553
851,0.75
852,0.62941
853,0.5
854,0.37059
855,0.25
856,0.146447
857,0.0669873
858,0.0170371
859,0
860,0.0170371
861,0.0669873
862,0.146447
863,0.25
864,0.37059
865,0.5
866,0.62941
867,0.75
868,0.853553
869,0.933013
870,0.982963
871,1
872,0.982963
873,0.933013
874,0.853553
875,0.75
876,0.62941
877,0.5
878,0.37059
879,0.25
880,0.146447
881,0.0669873
882,0.0170371
883,0
884,0.0170371
885,0.0669873
886,0.146447
887,0.25
888,0.37059
889,0.5
890,0.62941
891,0.75
892,0.853553
893,0.933013
894,0.982963
895,1
896,0.982963
897,0.933013
898,0.853553
899,0.75
900,0.62941
901,0.5
902,0.37059
903,0.25
904,0.146447
905,0.0669873
906,0.0170371
907,0
908,0.0170371
909,0.0669873
910,0.146447
911,0.25
912,0.37059
913,0.5
914,0.62941
915,0.75
916,0.853553
917,0.933013
918,0.982963
919,1
920,0.982963
921,0.933013
922,0.853553
923,0.75
924,0.62941
925,0.5
926,0.37059
927,0.25
928,0.146447
929,0.0669873
930,0.0170371
931,0
932,0.0170371
933,0.0669873
934,0.146447
935,0.25
936,0.37059
937,0.5
938,0.62941
939,0.75
940,0.853553
941,0.933013
942,0.982963
943,1
944,0.982963
945,0.933013
946,0.853553
947,0.75
948,0.62941
949,0.5
950,0.37059
951,0.25
952,0.146447
953,0.0669873
954,0.0170371
955,0
956,0.0170371
957,0.0669873
958,0.146447
959,0.25
960,0.37059
961,0.5
962,0.62941
963,0.75
964,0.853553
965,0.933013
966,0.982963
967,1
968,0.982963
969,0.933013
970,0.853553
971,0.75
972,0.62941
973,0.5
974,0.37059
975,0.25
976,0.146447
977,0.0669873
978,0.0170371
979,0
980,0.0170371
981,0.0669873
982,0.146447
983,0.25
984,0.37059
985,0.5
986,0.62941
987,0.75
988,0.853553
989,0.933013
990,0.982963
991,1
992,0.982963
993,0.933013
994,0.853553
995,0.75
996,0.62941
997,0.5
998,0.37059
999,0.25
1000,0.146447
