0	0.564426	0.055822	0.0592195	0.0699244	0.0596175	0.0537982	0.0715784	0.0840743	0.0863232	0.0771375	0.0984337	0.112067	0.0843158	0.0783994	0.116166	0.111931	0.100132	
1	0.687963	0.0325662	0.0356778	0.0473662	0.0540417	0.0353454	0.0480764	0.0736865	0.0835346	0.0487202	0.0635486	0.0945359	0.0981607	0.0761136	0.0980049	0.129711	0.134071	
2	0.727861	0.0310482	0.0342009	0.0457157	0.0595755	0.0345046	0.0444879	0.0765908	0.0988058	0.0503072	0.0626945	0.0948786	0.113648	0.0874096	0.103631	0.155295	0.17615	
3	0.843236	0.0334676	0.0377442	0.0487479	0.0721243	0.035227	0.0438816	0.0802551	0.122687	0.0611065	0.0749981	0.107908	0.144129	0.107874	0.121174	0.191968	0.241974	
4	0.919339	0.0367833	0.0430053	0.0517436	0.0848808	0.036984	0.0466518	0.0810531	0.145651	0.070954	0.0881409	0.117521	0.170348	0.12661	0.140447	0.215941	0.298461	
5	0.980069	0.0398506	0.0480361	0.0540854	0.0958973	0.0389304	0.0503603	0.0803733	0.165309	0.0788096	0.0992907	0.124289	0.191425	0.141338	0.156955	0.230464	0.342534	
6	1.07866	0.045023	0.0559979	0.0584105	0.111973	0.0425277	0.0566968	0.0807674	0.192424	0.0907324	0.116118	0.135483	0.221646	0.16271	0.181268	0.251348	0.401525	
7	0.960048	0.0390755	0.0480676	0.0520453	0.0969986	0.0385265	0.0510747	0.0749895	0.169699	0.0774536	0.0987483	0.119634	0.192003	0.140414	0.157179	0.221231	0.347787	
8	1.01693	0.0419261	0.0519677	0.0549264	0.104432	0.0404257	0.0538561	0.0771387	0.181394	0.0842087	0.107637	0.127469	0.207217	0.15187	0.1696	0.235792	0.37591	
9	0.887773	0.0357689	0.0433677	0.0486632	0.0871104	0.0365681	0.0480842	0.0729377	0.154122	0.0686627	0.0872086	0.109281	0.170851	0.125366	0.141033	0.201812	0.308654	
10	0.782234	0.0322356	0.038091	0.044739	0.0737611	0.0350607	0.0457255	0.0712206	0.132519	0.0568407	0.0720285	0.0943232	0.139848	0.10502	0.119889	0.173554	0.250439	
11	0.653257	0.030654	0.0355011	0.041681	0.0618486	0.0357016	0.0472271	0.0694974	0.112166	0.0467832	0.0601911	0.0781991	0.108205	0.0882287	0.104412	0.141967	0.189956	
12	0.449995	0.0328373	0.0380353	0.0395551	0.0513216	0.0405397	0.0565788	0.0655481	0.090315	0.0446331	0.0601025	0.0638287	0.0794663	0.0877548	0.109443	0.109599	0.131213	
13	0.34045	0.0370556	0.0434914	0.0398738	0.047094	0.0465118	0.0690299	0.0625995	0.0764225	0.0526688	0.0730809	0.064676	0.0737026	0.106397	0.136213	0.104595	0.11411	
14	0.312289	0.0407996	0.0486761	0.0404749	0.0455122	0.0509586	0.0793872	0.0588661	0.0667328	0.0609019	0.0864668	0.0697341	0.076181	0.125551	0.163637	0.110011	0.114217	
15	0.16291	0.0513884	0.0607139	0.0455046	0.0482618	0.0660363	0.100833	0.0593584	0.0628504	0.0754732	0.104665	0.0747594	0.0792724	0.150537	0.191217	0.111366	0.11272	
16	0.030543	0.0675991	0.0779974	0.0566623	0.0580697	0.0896641	0.130198	0.0700154	0.0721014	0.0865937	0.115128	0.0752618	0.0788922	0.156777	0.194875	0.104036	0.105266	
17	0.00334696	0.0775431	0.0886477	0.0650771	0.0661976	0.104383	0.148843	0.0811786	0.0831329	0.0889504	0.116306	0.0731778	0.0763803	0.146852	0.185114	0.0954702	0.0968473	
18	-0.0125261	0.0854469	0.097352	0.0720407	0.0731281	0.115814	0.164351	0.0911046	0.0930496	0.0901071	0.11712	0.0716126	0.0745994	0.137909	0.178579	0.0895534	0.0910236	
19	0.0112702	0.084852	0.0970072	0.0725822	0.0739291	0.114938	0.164887	0.0936449	0.0955489	0.0879094	0.115303	0.0708682	0.0738084	0.130537	0.173381	0.0875745	0.0889294	
20	0.0924695	0.0706881	0.0818051	0.0628308	0.0648577	0.0945846	0.140064	0.0842768	0.0862726	0.0801115	0.10802	0.0708201	0.0739486	0.12424	0.166796	0.090598	0.0916212	
21	0.218216	0.0513267	0.0605982	0.0484499	0.0515839	0.0663379	0.102704	0.0679629	0.0711025	0.069978	0.0980333	0.0712023	0.0751344	0.121728	0.162461	0.0979492	0.0991339	
22	0.293915	0.0439363	0.0528887	0.0419878	0.0458334	0.0546611	0.0875122	0.0583233	0.0625965	0.0664867	0.0958355	0.072865	0.0777603	0.1285	0.17125	0.10728	0.108785	
23	0.373529	0.0410176	0.0502964	0.039979	0.0446589	0.0494364	0.08248	0.0550109	0.0603211	0.0631521	0.0935758	0.0743401	0.0802858	0.130777	0.178215	0.116247	0.118164	
24	0.557628	0.0341063	0.0419418	0.0395255	0.0468207	0.0392353	0.0679223	0.0605402	0.0694409	0.050293	0.0755395	0.0750048	0.0839377	0.107264	0.152667	0.128577	0.134015	
25	0.706732	0.0296734	0.0344635	0.0420175	0.0543458	0.0329944	0.0505785	0.071964	0.0911901	0.0457493	0.0618053	0.082921	0.0996462	0.0911239	0.120706	0.152602	0.171026	
26	0.775699	0.031421	0.0353922	0.0457673	0.0643499	0.034109	0.044876	0.0787288	0.112824	0.0530138	0.0661542	0.0947866	0.122254	0.0983325	0.115884	0.177223	0.215307	
27	0.869906	0.0348643	0.0400362	0.0496763	0.0772492	0.0360333	0.045305	0.0810041	0.135055	0.0646094	0.0798143	0.109412	0.152478	0.116896	0.130712	0.204624	0.271637	
28	0.956126	0.0387321	0.0460632	0.0532434	0.0911993	0.0382585	0.0489146	0.0812143	0.158092	0.0756007	0.094651	0.121187	0.181743	0.136088	0.150926	0.226383	0.326815	
29	1.01154	0.0415815	0.0508081	0.0553794	0.101553	0.0401254	0.0525934	0.0800517	0.175666	0.0828491	0.105098	0.127617	0.201747	0.149108	0.165828	0.237642	0.36514	
30	0.915395	0.0369673	0.0447907	0.050222	0.0899223	0.0372125	0.0487254	0.0749858	0.158097	0.0717991	0.0909874	0.113766	0.17738	0.130577	0.146236	0.210913	0.320592	
31	1.05249	0.0436625	0.0541896	0.0568538	0.10843	0.0416063	0.055413	0.079194	0.187378	0.0879253	0.11242	0.132042	0.215041	0.158093	0.176248	0.244781	0.390285	
32	0.852478	0.034348	0.0413931	0.0471307	0.0827334	0.0357934	0.0469983	0.0718754	0.147128	0.0644894	0.0819067	0.104031	0.160797	0.118371	0.133724	0.1921	0.290162	
33	0.859012	0.0346124	0.0412957	0.0476461	0.0817185	0.0360637	0.046851	0.0736793	0.145164	0.0648441	0.0818207	0.10533	0.159555	0.11822	0.133152	0.194369	0.286705	
34	0.768231	0.0318995	0.0373836	0.0444954	0.0715182	0.0349785	0.0454076	0.0718687	0.128495	0.0553254	0.0699376	0.0927715	0.13485	0.102237	0.116895	0.170677	0.240563	
35	0.620234	0.0306772	0.0354059	0.0412292	0.0594392	0.0361841	0.0481389	0.0692332	0.107555	0.0453262	0.0586758	0.0751115	0.101678	0.0860701	0.102818	0.135732	0.177163	
36	0.533165	0.0318176	0.0366532	0.0404588	0.0539224	0.0385736	0.0531727	0.068547	0.0964408	0.0433259	0.0575645	0.0674862	0.0857835	0.0835057	0.104101	0.118546	0.144472	
37	0.42305	0.0341881	0.0398105	0.0398718	0.0492609	0.0422097	0.0612791	0.0658374	0.0843373	0.0465867	0.0639746	0.0639672	0.0757858	0.0923652	0.118847	0.107463	0.1216	
38	0.230928	0.0427624	0.0501681	0.042191	0.0468797	0.0546622	0.0818767	0.0624778	0.0703863	0.0617531	0.0852389	0.0677703	0.0737553	0.123246	0.156588	0.104878	0.109191	
39	0.15374	0.0522144	0.0611602	0.0465518	0.0490729	0.0678352	0.101518	0.0617587	0.0649692	0.0752629	0.103058	0.0737969	0.0779396	0.146981	0.184507	0.108454	0.109644	
40	-0.00134364	0.0725585	0.0830885	0.0606342	0.0617438	0.0970585	0.13862	0.0752172	0.0770355	0.0882676	0.115741	0.0743555	0.0776776	0.154129	0.190878	0.100613	0.101758	
41	-0.094243	0.0983112	0.110611	0.0808037	0.081267	0.134252	0.184636	0.0992377	0.101403	0.0970728	0.122483	0.0714613	0.0743357	0.144529	0.183544	0.0872964	0.0892362	
42	-0.122821	0.117201	0.130811	0.0962075	0.0963308	0.161811	0.218452	0.118649	0.121047	0.102562	0.126868	0.0698637	0.072372	0.136255	0.179136	0.0790348	0.0813198	
43	-0.0107878	0.0994013	0.112637	0.0847938	0.0858417	0.136303	0.191251	0.109368	0.111271	0.0918995	0.118262	0.0696012	0.0721434	0.123699	0.168891	0.0809802	0.0825211	
44	0.118818	0.0703857	0.0814562	0.0641324	0.0664501	0.0944091	0.140288	0.0884008	0.090482	0.0773065	0.104613	0.0697123	0.0727266	0.11492	0.158155	0.0878121	0.088812	
45	0.0623397	0.0725392	0.083972	0.0640461	0.066002	0.0968962	0.143982	0.0862152	0.0879429	0.0810252	0.109346	0.0708132	0.073907	0.124327	0.168341	0.0906275	0.0914369	
46	0.269674	0.0470086	0.0558529	0.0457239	0.0494274	0.0598485	0.0940713	0.0654117	0.0693528	0.0662354	0.0939852	0.0706828	0.075067	0.117334	0.158106	0.0987961	0.100396	
47	0.333523	0.0416816	0.0505303	0.0407481	0.0451416	0.0510171	0.0830124	0.0573482	0.0624526	0.0635404	0.0927517	0.072632	0.0780613	0.125355	0.169158	0.109316	0.111257	
48	0.453309	0.0377419	0.0465187	0.0394183	0.0451941	0.044479	0.0758657	0.056885	0.0637121	0.0567816	0.0853038	0.0736673	0.0806962	0.119284	0.166683	0.1196	0.122665	
49	0.654751	0.030638	0.0366287	0.0405138	0.0504099	0.0345648	0.0569747	0.0668557	0.0807776	0.0455782	0.0652149	0.0782739	0.0910421	0.0943241	0.131212	0.139976	0.151626	
50	0.72406	0.0301299	0.0342326	0.0434788	0.0581818	0.0334241	0.0470759	0.0754759	0.100736	0.0477832	0.0616166	0.0866742	0.107391	0.0914588	0.114234	0.160915	0.186784	
