0.17835	10.0492	236.667	0.394124
0.236933	18.5773	455.937	0.392685
0.236933	18.5849	422.861	0.3853
0.236933	18.6286	585.09	0.38982
0.236933	18.5494	451.721	0.387304
0.236933	18.6182	510.624	0.387817
0.236933	18.6307	499.167	0.38952
0.236933	18.5868	474.65	0.394876
0.236933	18.6188	414.198	0.389845
0.236933	18.5854	494.622	0.394427
0.236933	18.5719	529.939	0.389097
0.236933	18.6323	474.531	0.396545
0.236933	18.6011	444.28	0.393614
0.236933	18.5906	561.718	0.39225
0.236933	18.6015	542.703	0.390074
0.236933	18.5746	477.65	0.388322
0.236933	18.5909	487.334	0.391694
0.236933	18.5612	560.265	0.391566
0.236933	18.6069	566.493	0.392743
0.236933	18.594	466.048	0.387993
0.236933	18.6374	539.842	0.395453
0.236933	18.6039	526.651	0.393055
0.236933	18.5822	441.54	0.391589
0.236933	18.5998	447.282	0.394881
0.236933	18.5796	405.449	0.395238
0.236933	18.574	387.066	0.385578
0.236933	18.581	443.633	0.394458
0.236933	18.5861	582.149	0.388188
0.236933	18.6325	459.837	0.393002
0.236933	18.6061	572.851	0.39352
0.236933	18.5732	444.64	0.39396
0.236933	18.6388	460.493	0.394745
0.236933	18.6328	394.342	0.390668
0.236933	18.5851	511.111	0.390619
0.236933	18.5528	356.529	0.38877
0.236933	18.6279	585.426	0.393341
0.236933	18.5994	301.202	0.393118
0.236933	18.6129	565.25	0.388762
0.236933	18.6204	490.226	0.39666
0.236933	18.634	361.071	0.396556
0.236933	18.5761	481.156	0.385256
0.236933	18.6319	536.781	0.396559
0.236933	18.6225	370.078	0.393124
0.236933	18.6047	500.834	0.392177
0.236933	18.5814	574.634	0.387993
0.236933	18.5908	314.817	0.390692
0.236933	18.5642	292.538	0.393124
0.236933	18.6248	364.878	0.390863
0.236933	18.619	489.736	0.395385
0.236933	18.5746	400.553	0.390348
0.236933	18.5839	337.615	0.394609
0.236933	18.611	488.261	0.393791
0.236933	18.5815	411.865	0.388432
0.236933	18.6229	414.97	0.393727
0.236933	18.567	583.028	0.393373
0.236933	18.5935	394.284	0.389696
0.236933	18.588	480.628	0.38733
0.236933	18.5839	469.825	0.387871
0.236933	18.6505	543.699	0.394032
0.236933	18.6403	456.219	0.39355
0.236933	18.562	241.56	0.386681
0.236933	18.6038	516.956	0.391947
0.236933	18.6125	526.544	0.392183
0.236933	18.5732	376.972	0.391644
0.236933	18.5878	443.944	0.390483
0.236933	18.5927	387.543	0.391641
0.236933	18.5836	514.088	0.395425
0.236933	18.6215	573.089	0.392467
0.236933	18.6381	288.465	0.392047
0.236933	18.6292	427.819	0.394748
0.236933	18.6394	582.086	0.39168
0.236933	18.6103	481.531	0.393647
0.236933	18.5801	452.4	0.38953
0.236933	18.5924	417.295	0.391209
0.236933	18.6091	531.381	0.394521
0.236933	18.5959	517.862	0.396033
0.236933	18.5459	309.477	0.386851
0.236933	18.556	402.882	0.390344
0.236933	18.5858	463.705	0.39117
0.236933	18.5855	469.211	0.390267
0.236933	18.6281	375.489	0.396627
0.236933	18.5811	502.012	0.391117
0.236933	18.6387	526.922	0.395439
0.236933	18.6653	377.835	0.394607
0.236933	18.5817	524.46	0.387864
0.236933	18.5964	407.013	0.394579
0.236933	18.5835	488.281	0.391512
0.236933	18.6254	469.231	0.394919
0.236933	18.5546	540.254	0.38765
0.236933	18.5788	583.15	0.393102
0.236933	18.5633	465.8	0.393267
0.236933	18.5571	427.042	0.389916
0.236933	18.5662	448.931	0.38632
0.236933	18.6129	477.143	0.393376
0.236933	18.5716	392.328	0.392626
0.236933	18.5952	541.916	0.391245
0.236933	18.5598	550.016	0.389433
0.236933	18.612	535.655	0.391914
0.236933	18.5996	193.819	0.388233
0.236933	18.5626	450.497	0.39155
