sim_num	time	gamete_num	prop	gamete_value
15	2	2	0.0346701	0.0200786
15	2	3	0.0466203	0.0444974
15	3	0	0.0337844	0
15	3	1	0.0406677	0.0244188
15	3	2	0.049991	0.0200786
15	3	3	0.0673038	0.0444974
16	0	-1	0.5	0.1
16	1	-1	1	0.1
16	2	-1	0.5	0.1
16	3	-1	0	0.1
16	0	0	0.0289318	0
16	0	1	0.0353917	0.0191973
16	0	2	0.0389913	0.157316
16	0	3	0.047003	0.176514
16	1	0	0.0236138	0
16	1	1	0.0273197	0.0191973
16	1	2	0.0362384	0.157316
16	1	3	0.0471831	0.176514
16	2	0	0.0258868	0
16	2	1	0.0305974	0.0191973
16	2	2	0.0362801	0.157316
16	2	3	0.046167	0.176514
16	3	0	0.036405	0
16	3	1	0.0449743	0.0191973
16	3	2	0.0458053	0.157316
16	3	3	0.0544231	0.176514
17	0	-1	0.5	0.1
17	1	-1	1	0.1
17	2	-1	0.5	0.1
17	3	-1	0	0.1
17	0	0	0.028182	0
17	0	1	0.0346564	0.169587
17	0	2	0.0411262	0.155468
17	0	3	0.0408572	0.325056
17	1	0	0.0223283	0
17	1	1	0.0316699	0.169587
17	1	2	0.0324753	0.155468
17	1	3	0.0511282	0.325056
17	2	0	0.0249357	0
17	2	1	0.033338	0.169587
17	2	2	0.0365659	0.155468
17	2	3	0.0474029	0.325056
17	3	0	0.0356545	0
17	3	1	0.0380366	0.169587
17	3	2	0.0457584	0.155468
17	3	3	0.0397369	0.325056
18	0	-1	0.5	0.1
18	1	-1	1	0.1
18	2	-1	0.5	0.1
18	3	-1	0	0.1
18	0	0	0.0300015	0
18	0	1	0.0354478	0.0495833
18	0	2	0.0377069	0.186706
18	0	3	0.0426881	0.23629
18	1	0	0.0272963	0
18	1	1	0.0303428	0.0495833
18	1	2	0.0326597	0.186706
18	1	3	0.0401405	0.23629
18	2	0	0.0279849	0
18	2	1	0.0319692	0.0495833
18	2	2	0.0346922	0.186706
18	2	3	0.0413939	0.23629
18	3	0	0.0365523	0
18	3	1	0.0439691	0.0495833
18	3	2	0.0425692	0.186706
18	3	3	0.0456225	0.23629
19	0	-1	0.5	0.1
19	1	-1	1	0.1
19	2	-1	0.5	0.1
19	3	-1	0	0.1
19	0	0	0.0266186	0
19	0	1	0.0367996	0.0362702
19	0	2	0.0387602	0.157688
19	0	3	0.0502445	0.193958
19	1	0	0.0220938	0
19	1	1	0.029359	0.0362702
19	1	2	0.0356765	0.157688
19	1	3	0.0529573	0.193958
19	2	0	0.0241922	0
19	2	1	0.0321174	0.0362702
19	2	2	0.0364139	0.157688
19	2	3	0.0518807	0.193958
19	3	0	0.0341656	0
19	3	1	0.0461029	0.0362702
19	3	2	0.0449651	0.157688
19	3	3	0.0563663	0.193958
20	0	-1	0.5	0.1
20	1	-1	1	0.1
20	2	-1	0.5	0.1
20	3	-1	0	0.1
20	0	0	0.0310401	0
20	0	1	0.0375845	0.0813036
20	0	2	0.0420588	0.0873281
20	0	3	0.0504174	0.168632
20	1	0	0.0295176	0
20	1	1	0.0370518	0.0813036
20	1	2	0.0389191	0.0873281
20	1	3	0.0528813	0.168632
20	2	0	0.029474	0
20	2	1	0.0362292	0.0813036
20	2	2	0.0393187	0.0873281
20	2	3	0.0510525	0.168632
20	3	0	0.0381008	0
20	3	1	0.0452651	0.0813036
20	3	2	0.0522451	0.0873281
20	3	3	0.0593952	0.168632
21	0	-1	0.5	0.1
21	1	-1	1	0.1
21	2	-1	0.5	0.1
21	3	-1	0	0.1
21	0	0	0.0206065	0
21	0	1	0.0331283	0.0598599
21	0	2	0.0341798	0.18337
21	0	3	0.0455512	0.24323
21	1	0	0.0153126	0
21	1	1	0.0242584	0.0598599
21	1	2	0.0273748	0.18337
21	1	3	0.046931	0.24323
21	2	0	0.0180306	0
21	2	1	0.0277933	0.0598599
21	2	2	0.0306305	0.18337
21	2	3	0.0476678	0.24323
21	3	0	0.0280779	0
21	3	1	0.0419558	0.0598599
21	3	2	0.0380046	0.18337
21	3	3	0.0462722	0.24323
22	0	-1	0.5	0.1
22	1	-1	1	0.1
22	2	-1	0.5	0.1
22	3	-1	0	0.1
22	0	0	0.0245526	0
22	0	1	0.0286991	0.176728
22	0	2	0.0402709	0.0500978
22	0	3	0.0421785	0.226826
22	1	0	0.0154076	0
22	1	1	0.0268352	0.176728
22	1	2	0.0257805	0.0500978
22	1	3	0.0474652	0.226826
22	2	0	0.0205449	0
22	2	1	0.0279143	0.176728
22	2	2	0.0327409	0.0500978
22	2	3	0.0454334	0.226826
22	3	0	0.0330336	0
22	3	1	0.0330635	0.176728
22	3	2	0.050243	0.0500978
22	3	3	0.0456577	0.226826
23	0	-1	0.5	0.1
23	1	-1	1	0.1
23	2	-1	0.5	0.1
23	3	-1	0	0.1
23	0	0	0.0260501	0
23	0	1	0.0319933	0.306453
23	0	2	0.0362338	0.086126
23	0	3	0.0390542	0.392579
23	1	0	0.0209921	0
23	1	1	0.0371149	0.306453
23	1	2	0.0239148	0.086126
23	1	3	0.0492323	0.392579
23	2	0	0.021582	0
23	2	1	0.0363135	0.306453
23	2	2	0.0279361	0.086126
23	2	3	0.0473536	0.392579
23	3	0	0.032905	0
23	3	1	0.0293155	0.306453
23	3	2	0.0441444	0.086126
23	3	3	0.0325449	0.392579
24	0	-1	0.5	0.1
24	1	-1	1	0.1
24	2	-1	0.5	0.1
24	3	-1	0	0.1
24	0	0	0.024458	0
24	0	1	0.0349957	0.0802743
24	0	2	0.0368694	0.197012
24	0	3	0.0458239	0.277286
24	1	0	0.0214592	0
24	1	1	0.0296389	0.0802743
24	1	2	0.0314712	0.197012
24	1	3	0.0488412	0.277286
24	2	0	0.022319	0
24	2	1	0.031067	0.0802743
24	2	2	0.033783	0.197012
24	2	3	0.0485708	0.277286
24	3	0	0.0309029	0
24	3	1	0.0424773	0.0802743
24	3	2	0.0404191	0.197012
24	3	3	0.0451085	0.277286
25	0	-1	0.5	0.1
25	1	-1	1	0.1
25	2	-1	0.5	0.1
25	3	-1	0	0.1
25	0	0	0.028008	0
25	0	1	0.0336246	0.1488
25	0	2	0.0420223	0.00605068
25	0	3	0.0508355	0.154851
25	1	0	0.0245054	0
25	1	1	0.0352948	0.1488
25	1	2	0.0334332	0.00605068
25	1	3	0.0529022	0.154851
25	2	0	0.0259609	0
25	2	1	0.0335957	0.1488
25	2	2	0.0366836	0.00605068
25	2	3	0.0514528	0.154851
25	3	0	0.0352156	0
25	3	1	0.0382344	0.1488
25	3	2	0.0544459	0.00605068
25	3	3	0.0587103	0.154851
26	0	-1	0.5	0.1
26	1	-1	1	0.1
26	2	-1	0.5	0.1
26	3	-1	0	0.1
26	0	0	0.0313945	0
26	0	1	0.0376813	0.142458
26	0	2	0.0423377	0.056287
26	0	3	0.0491267	0.198745
26	1	0	0.028353	0
26	1	1	0.0403899	0.142458
26	1	2	0.0361158	0.056287
26	1	3	0.0542765	0.198745
26	2	0	0.0292367	0
26	2	1	0.038441	0.142458
26	2	2	0.0384579	0.056287
26	2	3	0.0519556	0.198745
26	3	0	0.0382021	0
26	3	1	0.0428444	0.142458
26	3	2	0.0532614	0.056287
26	3	3	0.0558592	0.198745
27	0	-1	0.5	0.1
27	1	-1	1	0.1
27	2	-1	0.5	0.1
27	3	-1	0	0.1
27	0	0	0.0260671	0
27	0	1	0.0367915	0.203723
27	0	2	0.0393382	0.155567
27	0	3	0.0447785	0.359291
27	1	0	0.0203699	0
27	1	1	0.0384312	0.203723
27	1	2	0.0273257	0.155567
27	1	3	0.0569436	0.359291
27	2	0	0.0221874	0
27	2	1	0.0382804	0.203723
27	2	2	0.0321731	0.155567
27	2	3	0.0535153	0.359291
27	3	0	0.0330761	0
27	3	1	0.0377968	0.203723
27	3	2	0.0447075	0.155567
27	3	3	0.0395818	0.359291
28	0	-1	0.5	0.1
28	1	-1	1	0.1
28	2	-1	0.5	0.1
28	3	-1	0	0.1
28	0	0	0.0316621	0
28	0	1	0.0400114	0.0200743
28	0	2	0.0408297	0.172776
28	0	3	0.0514132	0.192851
28	1	0	0.0311803	0
28	1	1	0.037684	0.0200743
28	1	2	0.0408163	0.172776
28	1	3	0.0535166	0.192851
28	2	0	0.0305873	0
28	2	1	0.037698	0.0200743
28	2	2	0.0400166	0.172776
28	2	3	0.052318	0.192851
28	3	0	0.0375521	0
28	3	1	0.0489867	0.0200743
28	3	2	0.0466668	0.172776
28	3	3	0.057386	0.192851
29	0	-1	0.5	0.1
29	1	-1	1	0.1
29	2	-1	0.5	0.1
29	3	-1	0	0.1
29	0	0	0.0265843	0
29	0	1	0.0297499	0.192712
29	0	2	0.0416344	0.0447996
29	0	3	0.0417413	0.237512
29	1	0	0.020991	0
29	1	1	0.0277759	0.192712
29	1	2	0.0294411	0.0447996
29	1	3	0.0450304	0.237512
29	2	0	0.02385	0
29	2	1	0.0287572	0.192712
29	2	2	0.0347032	0.0447996
29	2	3	0.0446476	0.237512
29	3	0	0.0340066	0
29	3	1	0.033328	0.192712
29	3	2	0.0512999	0.0447996
29	3	3	0.0440883	0.237512
30	0	-1	0.5	0.1
30	1	-1	1	0.1
30	2	-1	0.5	0.1
30	3	-1	0	0.1
30	0	0	0.0206203	0
30	0	1	0.029716	0.166081
30	0	2	0.0377293	0.135934
30	0	3	0.0434534	0.302015
30	1	0	0.0160873	0
30	1	1	0.0276131	0.166081
30	1	2	0.0260584	0.135934
30	1	3	0.0496399	0.302015
30	2	0	0.0178063	0
30	2	1	0.0285677	0.166081
30	2	2	0.0305925	0.135934
30	2	3	0.0484942	0.302015
30	3	0	0.027465	0
30	3	1	0.0330694	0.166081
30	3	2	0.0445905	0.135934
30	3	3	0.040374	0.302015
31	0	-1	0.5	0.1
31	1	-1	1	0.1
31	2	-1	0.5	0.1
31	3	-1	0	0.1
31	0	0	0.0236232	0
31	0	1	0.0272727	0.24058
31	0	2	0.0414737	0.0476241
31	0	3	0.039591	0.288204
31	1	0	0.0147093	0
31	1	1	0.0303647	0.24058
31	1	2	0.0231972	0.0476241
31	1	3	0.0517197	0.288204
31	2	0	0.0197846	0
31	2	1	0.0307392	0.24058
31	2	2	0.0317172	0.0476241
31	2	3	0.0500137	0.288204
31	3	0	0.0315526	0
31	3	1	0.0279762	0.24058
31	3	2	0.0503431	0.0476241
31	3	3	0.0379658	0.288204
32	0	-1	0.5	0.1
32	1	-1	1	0.1
32	2	-1	0.5	0.1
32	3	-1	0	0.1
32	0	0	0.0283054	0
32	0	1	0.0324977	0.158869
32	0	2	0.0399555	0.0572916
32	0	3	0.0443136	0.21616
32	1	0	0.0255876	0
32	1	1	0.03006	0.158869
32	1	2	0.0312602	0.0572916
32	1	3	0.0413073	0.21616
32	2	0	0.0263406	0
32	2	1	0.0308326	0.158869
32	2	2	0.0342837	0.0572916
32	2	3	0.0426434	0.21616
32	3	0	0.0348973	0
32	3	1	0.0368124	0.158869
32	3	2	0.0502232	0.0572916
32	3	3	0.0473341	0.21616
33	0	-1	0.5	0.1
33	1	-1	1	0.1
33	2	-1	0.5	0.1
33	3	-1	0	0.1
33	0	0	0.0325688	0
33	0	1	0.0403589	0.198636
33	0	2	0.0402598	0.134292
33	0	3	0.0460027	0.332927
33	1	0	0.0282391	0
33	1	1	0.044045	0.198636
33	1	2	0.0319296	0.134292
33	1	3	0.0535507	0.332927
33	2	0	0.0292427	0
33	2	1	0.0427042	0.198636
33	2	2	0.03512	0.134292
33	2	3	0.051343	0.332927
33	3	0	0.0389453	0
33	3	1	0.0417978	0.198636
33	3	2	0.04665	0.134292
33	3	3	0.0435373	0.332927
34	0	-1	0.5	0.1
34	1	-1	1	0.1
34	2	-1	0.5	0.1
34	3	-1	0	0.1
34	0	0	0.0264072	0
34	0	1	0.0319813	0.136807
34	0	2	0.040232	0.137206
34	0	3	0.0402965	0.274013
34	1	0	0.0200634	0
34	1	1	0.0257668	0.136807
34	1	2	0.0311315	0.137206
34	1	3	0.0457183	0.274013
34	2	0	0.0231282	0
34	2	1	0.0287985	0.136807
34	2	2	0.0352071	0.137206
34	2	3	0.0440264	0.274013
34	3	0	0.0343709	0
34	3	1	0.0371819	0.136807
34	3	2	0.0460361	0.137206
34	3	3	0.0413198	0.274013
35	0	-1	0.5	0.1
35	1	-1	1	0.1
35	2	-1	0.5	0.1
35	3	-1	0	0.1
35	0	0	0.0214114	0
35	0	1	0.0302864	0.119672
35	0	2	0.0348058	0.21322
35	0	3	0.0407469	0.332892
35	1	0	0.0200459	0
35	1	1	0.0263867	0.119672
35	1	2	0.0281601	0.21322
35	1	3	0.0441819	0.332892
35	2	0	0.0196432	0
35	2	1	0.0270021	0.119672
35	2	2	0.0308275	0.21322
35	2	3	0.043787	0.332892
35	3	0	0.0273843	0
35	3	1	0.0366395	0.119672
35	3	2	0.0380187	0.21322
35	3	3	0.0372359	0.332892
36	0	-1	0.5	0.1
36	1	-1	1	0.1
36	2	-1	0.5	0.1
36	3	-1	0	0.1
36	0	0	0.028502	0
36	0	1	0.0355987	0.191192
36	0	2	0.0367066	0.15325
36	0	3	0.0407972	0.344442
36	1	0	0.024332	0
36	1	1	0.0367188	0.191192
36	1	2	0.0277389	0.15325
36	1	3	0.0468603	0.344442
36	2	0	0.0255507	0
36	2	1	0.0365821	0.191192
36	2	2	0.0313736	0.15325
36	2	3	0.0450379	0.344442
36	3	0	0.0351686	0
36	3	1	0.0376829	0.191192
36	3	2	0.0422723	0.15325
36	3	3	0.0379887	0.344442
37	0	-1	0.5	0.1
37	1	-1	1	0.1
37	2	-1	0.5	0.1
37	3	-1	0	0.1
37	0	0	0.0239167	0
37	0	1	0.0312317	0.163571
37	0	2	0.0387924	0.162859
37	0	3	0.0393921	0.32643
37	1	0	0.0201717	0
37	1	1	0.0271236	0.163571
37	1	2	0.0289218	0.162859
37	1	3	0.0466359	0.32643
37	2	0	0.0214412	0
37	2	1	0.0290001	0.163571
37	2	2	0.0330977	0.162859
37	2	3	0.0451181	0.32643
37	3	0	0.0311288	0
37	3	1	0.0348655	0.163571
37	3	2	0.0431928	0.162859
37	3	3	0.0363695	0.32643
38	0	-1	0.5	0.1
38	1	-1	1	0.1
38	2	-1	0.5	0.1
38	3	-1	0	0.1
38	0	0	0.0321678	0
38	0	1	0.0401743	0.126258
38	0	2	0.039808	0.0877015
38	0	3	0.048243	0.213959
38	1	0	0.0292895	0
38	1	1	0.0421048	0.126258
38	1	2	0.0336102	0.0877015
38	1	3	0.0503828	0.213959
38	2	0	0.0298105	0
38	2	1	0.04055	0.126258
38	2	2	0.0358167	0.0877015
38	2	3	0.0494595	0.213959
38	3	0	0.0385947	0
38	3	1	0.0454521	0.126258
38	3	2	0.0491426	0.0877015
38	3	3	0.0533494	0.213959
39	0	-1	0.5	0.1
39	1	-1	1	0.1
39	2	-1	0.5	0.1
39	3	-1	0	0.1
39	0	0	0.0227887	0
39	0	1	0.0308792	0.111964
39	0	2	0.0386839	0.109403
39	0	3	0.0458687	0.221367
39	1	0	0.0166929	0
39	1	1	0.025442	0.111964
39	1	2	0.02755	0.109403
39	1	3	0.0460819	0.221367
39	2	0	0.0196496	0
39	2	1	0.0278412	0.111964
39	2	2	0.0319551	0.109403
39	2	3	0.046401	0.221367
39	3	0	0.0307874	0
39	3	1	0.03698	0.111964
39	3	2	0.0466602	0.109403
39	3	3	0.0482616	0.221367
40	0	-1	0.5	0.1
40	1	-1	1	0.1
40	2	-1	0.5	0.1
40	3	-1	0	0.1
40	0	0	0.0223807	0
40	0	1	0.0317227	0.0659459
40	0	2	0.0334462	0.101248
40	0	3	0.0499486	0.167194
40	1	0	0.0225937	0
40	1	1	0.0314001	0.0659459
40	1	2	0.028272	0.101248
40	1	3	0.0407188	0.167194
40	2	0	0.0214343	0
40	2	1	0.0296992	0.0659459
40	2	2	0.0289104	0.101248
40	2	3	0.0415358	0.167194
40	3	0	0.0284804	0
40	3	1	0.0406365	0.0659459
40	3	2	0.0430482	0.101248
40	3	3	0.056162	0.167194
41	0	-1	0.5	0.1
41	1	-1	1	0.1
41	2	-1	0.5	0.1
41	3	-1	0	0.1
41	0	0	0.0275511	0
41	0	1	0.0394303	0.00205753
41	0	2	0.0351008	0.202489
41	0	3	0.0480434	0.204546
41	1	0	0.0252885	0
41	1	1	0.0337896	0.00205753
41	1	2	0.0329535	0.202489
41	1	3	0.047253	0.204546
41	2	0	0.025697	0
41	2	1	0.0351309	0.00205753
41	2	2	0.033589	0.202489
41	2	3	0.0478748	0.204546
41	3	0	0.0334419	0
41	3	1	0.0490559	0.00205753
41	3	2	0.039448	0.202489
41	3	3	0.0527954	0.204546
42	0	-1	0.5	0.1
42	1	-1	1	0.1
42	2	-1	0.5	0.1
42	3	-1	0	0.1
42	0	0	0.029721	0
42	0	1	0.034172	0.174011
42	0	2	0.0369776	0.0906788
42	0	3	0.0404559	0.26469
42	1	0	0.0253702	0
42	1	1	0.0327848	0.174011
42	1	2	0.0276446	0.0906788
42	1	3	0.0396744	0.26469
42	2	0	0.0270592	0
42	2	1	0.0337021	0.174011
42	2	2	0.031547	0.0906788
42	2	3	0.0404189	0.26469
42	3	0	0.0367197	0
42	3	1	0.0379107	0.174011
42	3	2	0.0454246	0.0906788
42	3	3	0.0417431	0.26469
43	0	-1	0.5	0.1
43	1	-1	1	0.1
43	2	-1	0.5	0.1
43	3	-1	0	0.1
43	0	0	0.0262606	0
43	0	1	0.033139	0.131786
43	0	2	0.0370405	0.169032
43	0	3	0.0432109	0.300818
43	1	0	0.0253201	0
43	1	1	0.0314499	0.131786
43	1	2	0.0307329	0.169032
43	1	3	0.043444	0.300818
43	2	0	0.0246854	0
43	2	1	0.0312816	0.131786
43	2	2	0.0327829	0.169032
43	2	3	0.0435305	0.300818
43	3	0	0.0319665	0
43	3	1	0.0387726	0.131786
43	3	2	0.0426537	0.169032
