0,0,-1,1,0.1
0,1,-1,1.06267,0.1
0,2,-1,1.12434,0.1
0,3,-1,1.18406,0.1
0,4,-1,1.24088,0.1
0,5,-1,1.29389,0.1
0,6,-1,1.34227,0.1
0,7,-1,1.38526,0.1
0,8,-1,1.42216,0.1
0,9,-1,1.45241,0.1
0,10,-1,1.47553,0.1
0,11,-1,1.49114,0.1
0,12,-1,1.49901,0.1
0,13,-1,1.49901,0.1
0,14,-1,1.49114,0.1
0,15,-1,1.47553,0.1
0,16,-1,1.45241,0.1
0,17,-1,1.42216,0.1
0,18,-1,1.38526,0.1
0,19,-1,1.34227,0.1
0,20,-1,1.29389,0.1
0,21,-1,1.24088,0.1
0,22,-1,1.18406,0.1
0,23,-1,1.12434,0.1
0,24,-1,1.06267,0.1
0,25,-1,1,0.1
0,26,-1,0.937333,0.1
0,27,-1,0.875655,0.1
0,28,-1,0.815938,0.1
0,29,-1,0.759123,0.1
0,30,-1,0.706107,0.1
0,31,-1,0.657726,0.1
0,32,-1,0.614743,0.1
0,33,-1,0.577836,0.1
0,34,-1,0.547586,0.1
0,35,-1,0.524472,0.1
0,36,-1,0.508856,0.1
0,37,-1,0.500987,0.1
0,38,-1,0.500987,0.1
0,39,-1,0.508856,0.1
0,40,-1,0.524472,0.1
0,41,-1,0.547586,0.1
0,42,-1,0.577836,0.1
0,43,-1,0.614743,0.1
0,44,-1,0.657726,0.1
0,45,-1,0.706107,0.1
0,46,-1,0.759123,0.1
0,47,-1,0.815938,0.1
0,48,-1,0.875655,0.1
0,49,-1,0.937333,0.1
0,0,0,0,0
0,0,1,0,0.00631307
0,0,2,0,0.186981
0,0,3,0,0.193294
0,1,0,0,0
0,1,1,0,0.00631307
0,1,2,0,0.186981
0,1,3,0,0.193294
0,2,0,0,0
0,2,1,0,0.00631307
0,2,2,0,0.186981
0,2,3,0,0.193294
0,3,0,0,0
0,3,1,0,0.00631307
0,3,2,0,0.186981
0,3,3,0,0.193294
0,4,0,0,0
0,4,1,0,0.00631307
0,4,2,0,0.186981
0,4,3,0,0.193294
0,5,0,0,0
0,5,1,0,0.00631307
0,5,2,0,0.186981
0,5,3,0,0.193294
0,6,0,0,0
0,6,1,0,0.00631307
0,6,2,0,0.186981
0,6,3,0,0.193294
0,7,0,0,0
0,7,1,0,0.00631307
0,7,2,0,0.186981
0,7,3,0,0.193294
0,8,0,0,0
0,8,1,0,0.00631307
0,8,2,0,0.186981
0,8,3,0,0.193294
0,9,0,0,0
0,9,1,0,0.00631307
0,9,2,0,0.186981
0,9,3,0,0.193294
0,10,0,0,0
0,10,1,0,0.00631307
0,10,2,0,0.186981
